order_id,customer_id,order_date,total_amount,status,payment_method,shipping_city,shipping_country
708,435,2025-11-27,50.1,Shipped,PayPal,Nelsonmouth,Slovakia (Slovak Republic)
709,432,2025-01-16,39.07,Processing,Credit Card,Andrewville,Guernsey
710,191,2024-05-16,202.16,Completed,Debit Card,New Seanstad,Belarus
711,421,2024-05-05,145.65,Completed,Bank Transfer,Lake Marilynbury,France
712,476,2024-09-13,81.44,Completed,PayPal,Jamesstad,Nepal
713,335,2024-09-12,51.22,Shipped,Credit Card,South Marvinburgh,Germany
714,78,2024-11-18,92.04,Completed,Credit Card,Lake Chelseabury,Russian Federation
715,19,2024-08-25,171.02,Cancelled,Bank Transfer,South Jessicaville,Egypt
716,29,2024-09-29,215.85,Cancelled,Bank Transfer,Calderonton,Afghanistan
717,255,2026-02-28,34.22,Completed,Credit Card,Shawnfort,Greece
718,432,2024-11-01,154.36,Shipped,Credit Card,Andrewville,Guernsey
719,286,2025-10-22,130.74,Processing,Bank Transfer,Lake Kentburgh,Antarctica (the territory South of 60 deg S)
720,86,2024-08-25,123.22,Shipped,Credit Card,Finleyfort,Tunisia
721,441,2024-12-31,173.48,Completed,Credit Card,West Alex,Mali
722,324,2026-01-30,163.36,Completed,Bank Transfer,Maxview,San Marino
723,434,2025-06-16,169.61,Cancelled,Bank Transfer,Welchshire,Iraq
724,4,2024-10-20,123.47,Shipped,Credit Card,New Kellystad,Morocco
725,25,2024-08-28,86.28,Shipped,PayPal,Sarahborough,Paraguay
726,199,2024-09-11,100.26,Processing,Bank Transfer,South Carlaton,Ecuador
727,339,2024-04-28,74.15,Completed,Credit Card,Lunahaven,Guadeloupe
728,216,2024-08-26,49.67,Shipped,PayPal,South Nicholasside,Lebanon
729,499,2026-01-26,41.93,Completed,Bank Transfer,East Adam,Serbia
730,227,2024-11-01,144.03,Completed,Debit Card,Lake Colleen,Nepal
731,169,2026-03-20,97.06,Completed,Credit Card,Angelaland,Hungary
732,184,2024-06-29,31.17,Completed,PayPal,North Kennethville,Vanuatu
733,265,2024-04-28,226.06,Completed,Credit Card,Kimberlytown,Thailand
734,498,2026-01-17,75.02,Completed,Credit Card,East Misty,Christmas Island
735,334,2025-09-20,165.06,Cancelled,Debit Card,Brownberg,Burundi
736,436,2024-07-27,74.4,Completed,Credit Card,Lake Jimmy,El Salvador
737,167,2025-01-31,115.99,Cancelled,Bank Transfer,Brandonport,Lithuania
738,450,2025-09-02,80.43,Shipped,Debit Card,West Timothyport,Congo
739,412,2025-12-14,20.91,Cancelled,Debit Card,East Williammouth,Spain
740,211,2026-02-28,250.38,Shipped,Bank Transfer,Murraystad,Chile
741,372,2024-07-07,366.01,Shipped,PayPal,West Shane,Pitcairn Islands
742,445,2024-12-30,90.57,Completed,PayPal,Nelsonfort,Comoros
743,308,2026-04-09,124.43,Cancelled,PayPal,Donnaport,Dominica
744,364,2024-09-22,54.86,Completed,Debit Card,West Raymond,Guam
745,472,2024-12-04,131.0,Cancelled,Debit Card,Lake Jessicafurt,Kiribati
746,36,2025-04-01,57.35,Processing,PayPal,Samuelhaven,Brazil
747,299,2024-10-15,175.21,Shipped,Bank Transfer,West Kevinberg,Cayman Islands
748,364,2025-01-24,80.64,Completed,Debit Card,West Raymond,Guam
749,279,2025-12-31,262.3,Completed,Credit Card,East Adam,Ireland
750,218,2025-01-26,154.77,Completed,Credit Card,East Sarahmouth,Andorra
751,263,2025-09-07,21.3,Cancelled,Debit Card,New Debramouth,Guernsey
752,457,2024-08-23,30.6,Completed,Debit Card,West Jennifer,Palestinian Territory
753,342,2025-05-26,160.86,Shipped,PayPal,Lake Darrellmouth,Hong Kong
754,356,2025-12-23,168.05,Shipped,PayPal,Port Vernonmouth,British Indian Ocean Territory (Chagos Archipelago)
755,275,2025-08-09,44.46,Shipped,PayPal,East Brandonstad,Hungary
756,395,2026-02-25,219.19,Completed,Bank Transfer,Lake Jessica,Wallis and Futuna
757,363,2025-03-14,48.71,Completed,Bank Transfer,Lake Lisa,Bosnia and Herzegovina
758,232,2026-02-23,24.55,Shipped,Bank Transfer,Johnberg,Saint Barthelemy
759,212,2025-10-16,347.77,Shipped,PayPal,Port Adamberg,Tajikistan
760,69,2024-06-01,183.0,Cancelled,PayPal,New Charles,Afghanistan
761,372,2024-07-13,323.75,Shipped,Debit Card,West Shane,Pitcairn Islands
762,77,2024-08-02,51.07,Cancelled,Debit Card,Garrettton,Costa Rica
763,151,2026-02-26,113.07,Completed,Bank Transfer,Hinesshire,Burundi
764,156,2026-03-30,166.21,Shipped,PayPal,Tannerside,Bulgaria
765,251,2024-07-22,152.73,Completed,Bank Transfer,Port Brian,Guernsey
766,458,2025-12-20,74.44,Processing,Bank Transfer,Marcusmouth,Bouvet Island (Bouvetoya)
767,351,2024-09-06,152.54,Shipped,Credit Card,New Noah,Guinea-Bissau
768,14,2024-09-07,203.32,Completed,Debit Card,East Donna,Yemen
769,33,2025-05-30,205.5,Cancelled,Debit Card,Port Jacqueline,Hong Kong
770,449,2025-01-30,59.21,Processing,Credit Card,East Stevenville,Mali
771,154,2025-10-03,150.38,Shipped,Credit Card,Elizabethland,Mexico
772,192,2025-01-27,110.77,Cancelled,Credit Card,Wilsonborough,Saint Barthelemy
773,134,2024-12-14,176.27,Cancelled,PayPal,Murrayport,Slovakia (Slovak Republic)
774,448,2025-07-21,35.02,Cancelled,Debit Card,Whiteview,Svalbard & Jan Mayen Islands
775,125,2025-03-11,81.5,Shipped,Debit Card,Marieland,Oman
776,258,2025-08-19,33.92,Completed,Bank Transfer,North Sarahburgh,Kazakhstan
777,495,2024-10-18,18.46,Completed,Debit Card,East Kimberlyside,Burkina Faso
778,48,2026-03-28,50.49,Completed,Bank Transfer,Port Nicoleshire,Hong Kong
779,88,2024-05-17,53.04,Cancelled,Credit Card,Knightburgh,Chile
780,281,2025-11-25,38.7,Shipped,Debit Card,Christopherbury,Ukraine
781,217,2025-08-03,46.45,Completed,Credit Card,New Samanthabury,Croatia
782,209,2025-07-12,99.23,Cancelled,PayPal,North Jose,Vietnam
783,126,2024-09-05,58.75,Cancelled,PayPal,South Reginashire,Pakistan
784,7,2026-02-04,49.43,Shipped,PayPal,Richardland,Croatia
785,491,2025-06-01,68.02,Processing,Credit Card,Port James,Christmas Island
786,346,2024-11-26,152.82,Completed,Bank Transfer,Hernandezland,Slovakia (Slovak Republic)
787,19,2025-12-16,26.41,Completed,PayPal,South Jessicaville,Egypt
788,10,2024-08-05,166.29,Completed,Credit Card,Jamesmouth,Marshall Islands
789,164,2024-12-22,128.06,Completed,Credit Card,Zacharyville,Ghana
790,436,2024-10-20,36.58,Completed,Debit Card,Lake Jimmy,El Salvador
791,108,2024-05-23,70.33,Completed,Bank Transfer,Wagnerchester,Bolivia
792,490,2025-08-13,161.05,Completed,Debit Card,Henryberg,Central African Republic
793,171,2025-12-20,29.99,Completed,Debit Card,Stoneberg,New Caledonia
794,396,2024-11-15,102.72,Completed,Bank Transfer,New Rebecca,Guyana
795,220,2026-02-18,41.32,Completed,Debit Card,Brianchester,Djibouti
796,127,2024-07-19,120.52,Shipped,Debit Card,New Debbieton,Egypt
797,91,2026-02-02,73.36,Processing,Debit Card,South Ashley,Morocco
798,353,2025-05-11,310.67,Completed,Debit Card,South Dorothybury,Liberia
799,404,2025-07-09,134.66,Completed,Debit Card,Sandrashire,Bangladesh
800,113,2026-03-01,59.51,Completed,Bank Transfer,Anthonyview,Reunion
801,399,2025-04-26,137.59,Completed,Bank Transfer,South Gabriel,Belarus
802,66,2024-09-21,218.79,Cancelled,Bank Transfer,Port Cameronfort,Barbados
803,253,2025-10-28,22.11,Processing,Credit Card,Lake Michelle,Egypt
804,81,2024-06-14,282.42,Cancelled,PayPal,Sarahhaven,Ethiopia
805,166,2025-12-12,14.74,Completed,Debit Card,Jimenezport,Luxembourg
806,257,2025-04-12,115.79,Cancelled,Bank Transfer,New Melissa,Solomon Islands
807,375,2025-12-17,56.88,Processing,PayPal,South Amy,Iraq
808,316,2025-09-09,125.5,Processing,PayPal,Rodriguezberg,Cameroon
809,345,2025-08-02,34.56,Processing,PayPal,New Tylerborough,Portugal
810,356,2024-06-01,13.82,Shipped,PayPal,Port Vernonmouth,British Indian Ocean Territory (Chagos Archipelago)
811,243,2024-08-20,127.5,Completed,Credit Card,West David,Gambia
812,483,2025-05-12,42.27,Completed,Bank Transfer,Gabriellestad,Niue
813,491,2025-02-07,140.0,Processing,Credit Card,Port James,Christmas Island
814,147,2025-11-16,146.25,Shipped,Debit Card,Lauriechester,Belgium
815,430,2026-02-26,183.69,Completed,Bank Transfer,Taylorhaven,Martinique
816,106,2025-08-26,132.8,Completed,Debit Card,Stephentown,Bahamas
817,6,2025-11-16,87.27,Completed,Credit Card,East Steven,Faroe Islands
818,93,2025-05-12,84.26,Cancelled,Credit Card,Lake Colton,Niue
819,318,2025-01-27,101.43,Shipped,PayPal,New Charlotte,Puerto Rico
820,112,2025-05-04,36.72,Completed,Bank Transfer,Meganstad,Brazil
821,56,2025-05-20,19.07,Completed,Credit Card,Amandastad,Bangladesh
822,206,2025-04-07,13.12,Cancelled,Credit Card,Susantown,Croatia
823,390,2024-08-29,44.48,Completed,Debit Card,Nataliemouth,Kiribati
824,111,2024-12-17,237.34,Shipped,Debit Card,Parrishton,France
825,24,2025-10-17,67.41,Processing,Credit Card,New Carlosbury,Iraq
826,443,2025-01-27,71.82,Shipped,Credit Card,East Jennifer,Oman
827,54,2025-05-25,18.03,Shipped,Credit Card,Danieltown,Vanuatu
828,396,2025-10-03,25.01,Completed,PayPal,New Rebecca,Guyana
829,458,2025-04-22,72.78,Completed,Bank Transfer,Marcusmouth,Bouvet Island (Bouvetoya)
830,437,2025-10-19,114.58,Shipped,Debit Card,North Kellihaven,Serbia
831,74,2025-05-01,333.3,Completed,PayPal,Moonburgh,Myanmar
832,164,2025-04-14,42.96,Completed,Credit Card,Zacharyville,Ghana
833,249,2024-11-06,40.83,Processing,Credit Card,West Nancy,Antigua and Barbuda
834,41,2025-07-07,159.3,Completed,PayPal,East Andrew,Ecuador
835,401,2025-02-17,31.95,Cancelled,Credit Card,East Bradleyshire,Nauru
836,70,2025-08-20,242.16,Completed,Credit Card,Jonesbury,Uzbekistan
837,62,2026-03-28,101.41,Completed,Credit Card,Michaelmouth,Faroe Islands
838,396,2025-12-17,17.76,Processing,Debit Card,New Rebecca,Guyana
839,252,2025-07-09,43.68,Shipped,Credit Card,Stephaniehaven,United Arab Emirates
840,123,2025-08-29,238.03,Processing,Bank Transfer,Marshallshire,Senegal
841,63,2024-05-10,269.49,Processing,PayPal,East Javier,Liberia
842,170,2024-09-19,201.81,Completed,Credit Card,Angelastad,Saudi Arabia
843,209,2024-09-29,38.73,Processing,Debit Card,North Jose,Vietnam
844,90,2026-03-08,61.53,Cancelled,Debit Card,Vanessaport,Northern Mariana Islands
845,145,2024-09-16,143.98,Shipped,Debit Card,Haysside,Lebanon
846,267,2025-03-29,191.32,Processing,Credit Card,Valenciashire,Italy
847,16,2026-02-11,34.42,Completed,Debit Card,Andrewside,Denmark
848,222,2024-10-11,151.32,Shipped,PayPal,Millerport,South Georgia and the South Sandwich Islands
849,188,2025-02-13,118.75,Completed,Credit Card,West Desireebury,Bahamas
850,234,2024-09-28,48.84,Completed,Credit Card,Lake Cheyenne,Mongolia
851,133,2024-12-05,181.0,Shipped,PayPal,South Cheryl,Sao Tome and Principe
852,3,2025-03-08,108.08,Shipped,Credit Card,Curtisfurt,Bhutan
853,404,2026-03-03,33.85,Cancelled,Bank Transfer,Sandrashire,Bangladesh
854,210,2025-01-29,213.19,Processing,Credit Card,South Andrea,Western Sahara
855,249,2025-06-29,46.34,Completed,Credit Card,West Nancy,Antigua and Barbuda
856,63,2024-08-12,134.61,Completed,Credit Card,East Javier,Liberia
857,275,2026-04-08,92.21,Completed,Debit Card,East Brandonstad,Hungary
858,17,2026-01-26,67.26,Completed,Debit Card,New Johnfort,Croatia
859,232,2025-01-27,280.68,Processing,Debit Card,Johnberg,Saint Barthelemy
860,342,2024-10-26,291.41,Completed,PayPal,Lake Darrellmouth,Hong Kong
861,85,2025-06-13,189.68,Cancelled,Bank Transfer,Smithberg,Ireland
862,149,2024-06-16,63.92,Completed,Credit Card,North Emilyfurt,Haiti
863,307,2024-07-25,153.58,Shipped,Credit Card,New Pamela,Cayman Islands
864,13,2025-11-16,58.65,Completed,Debit Card,Natashaport,Dominican Republic
865,125,2024-06-16,59.74,Completed,PayPal,Marieland,Oman
866,403,2024-11-27,96.28,Processing,Bank Transfer,Dillonburgh,Cyprus
867,148,2025-03-23,110.75,Cancelled,Credit Card,Kirkchester,Chad
868,198,2025-05-19,145.76,Completed,PayPal,Ericborough,Vietnam
869,238,2025-01-10,51.3,Processing,Bank Transfer,North Melindaville,Philippines
870,129,2024-10-07,126.07,Completed,Debit Card,West Christopher,Panama
871,469,2025-07-09,150.49,Shipped,PayPal,Lake Markfort,China
872,295,2024-05-13,24.57,Cancelled,Bank Transfer,New Louis,Saint Pierre and Miquelon
873,291,2025-04-08,49.05,Cancelled,PayPal,North Joshuaberg,Italy
874,267,2025-05-14,139.12,Processing,Bank Transfer,Valenciashire,Italy
875,124,2025-08-07,50.23,Completed,Bank Transfer,South Scottport,South Africa
876,163,2024-12-29,78.27,Completed,Credit Card,East Scottfort,Kyrgyz Republic
877,154,2025-03-08,233.74,Processing,PayPal,Elizabethland,Mexico
878,328,2025-03-28,168.71,Processing,PayPal,Vanessamouth,Tokelau
879,166,2025-04-10,71.72,Completed,Debit Card,Jimenezport,Luxembourg
880,90,2025-03-13,108.46,Completed,Debit Card,Vanessaport,Northern Mariana Islands
881,41,2025-02-23,116.09,Shipped,Credit Card,East Andrew,Ecuador
882,168,2025-01-22,12.55,Processing,Credit Card,Andersonview,Saint Lucia
883,197,2025-12-27,146.91,Completed,Credit Card,Port Andrewport,Kyrgyz Republic
884,123,2025-05-03,37.34,Completed,Debit Card,Marshallshire,Senegal
885,346,2024-12-14,57.45,Processing,Credit Card,Hernandezland,Slovakia (Slovak Republic)
886,165,2024-11-10,84.5,Cancelled,Debit Card,Wrightburgh,Suriname
887,11,2025-02-02,72.83,Completed,Credit Card,Kaylamouth,Bouvet Island (Bouvetoya)
888,227,2024-05-01,30.69,Completed,PayPal,Lake Colleen,Nepal
889,425,2024-08-29,14.86,Completed,PayPal,Port Barbara,Austria
890,464,2025-03-21,99.72,Completed,PayPal,Dianeside,Netherlands Antilles
891,244,2024-10-10,85.51,Completed,PayPal,Hendersonfort,North Macedonia
892,63,2024-11-04,120.66,Completed,Debit Card,East Javier,Liberia
893,4,2025-08-26,55.91,Completed,Credit Card,New Kellystad,Morocco
894,55,2024-06-09,28.77,Processing,PayPal,New Hannahbury,Bosnia and Herzegovina
895,251,2025-01-15,55.38,Processing,PayPal,Port Brian,Guernsey
896,363,2026-03-13,65.09,Processing,Debit Card,Lake Lisa,Bosnia and Herzegovina
897,193,2024-06-15,86.11,Cancelled,Debit Card,Bryantton,Monaco
898,2,2024-11-26,123.15,Cancelled,Debit Card,South Bridget,Sudan
899,407,2026-01-26,129.18,Completed,Bank Transfer,Bellshire,Bolivia
900,239,2025-05-06,231.53,Processing,Bank Transfer,Hallfurt,Norfolk Island
901,7,2025-05-15,30.69,Cancelled,Debit Card,Richardland,Croatia
902,101,2025-06-10,66.56,Cancelled,Bank Transfer,Lake Michaelstad,Bahamas
903,220,2025-08-24,137.26,Shipped,Bank Transfer,Brianchester,Djibouti
904,35,2024-06-11,57.74,Completed,Credit Card,Sheilaville,Turkey
905,421,2025-12-13,114.98,Cancelled,Credit Card,Lake Marilynbury,France
906,80,2024-11-12,49.56,Completed,Bank Transfer,South James,Netherlands Antilles
907,321,2026-04-01,129.9,Processing,Debit Card,Malonestad,Swaziland
908,126,2024-10-05,32.36,Completed,Debit Card,South Reginashire,Pakistan
909,300,2024-06-27,27.37,Completed,Debit Card,Lake Brianna,China
910,332,2024-07-13,74.2,Processing,PayPal,Destinybury,Guinea
911,311,2024-06-06,26.41,Completed,PayPal,Scottview,Czech Republic
912,233,2025-01-16,174.47,Completed,PayPal,Stephensstad,Reunion
913,360,2024-05-11,38.21,Cancelled,Debit Card,Port Jennifer,Saint Helena
914,307,2025-06-10,60.88,Cancelled,Bank Transfer,New Pamela,Cayman Islands
915,387,2024-09-14,142.96,Processing,Debit Card,Newmanland,French Guiana
916,292,2024-12-27,123.21,Completed,Credit Card,Caseystad,Lesotho
917,418,2024-09-11,118.57,Shipped,PayPal,West Gregoryhaven,Botswana
918,447,2025-09-18,37.34,Completed,Debit Card,Steventon,Greenland
919,162,2024-12-23,59.07,Completed,Bank Transfer,South Pamelaside,French Guiana
920,487,2024-10-23,126.33,Completed,Bank Transfer,West Carlos,Martinique
921,262,2024-12-03,35.39,Completed,Debit Card,West Michaelport,Burundi
922,363,2025-11-11,114.89,Completed,PayPal,Lake Lisa,Bosnia and Herzegovina
923,497,2026-01-05,114.38,Processing,PayPal,Christopherfurt,Saint Lucia
924,420,2025-11-29,108.8,Cancelled,Bank Transfer,Wilsonland,Hong Kong
925,449,2025-09-24,55.64,Shipped,Bank Transfer,East Stevenville,Mali
926,300,2026-01-28,57.42,Completed,PayPal,Lake Brianna,China
927,38,2024-11-11,93.54,Completed,Credit Card,Nguyenport,Micronesia
928,96,2024-09-07,196.13,Completed,Credit Card,Coffeyside,Haiti
929,147,2025-10-12,155.19,Completed,Credit Card,Lauriechester,Belgium
930,105,2025-07-25,86.49,Completed,PayPal,South Shanestad,Malaysia
931,397,2024-07-28,96.78,Completed,PayPal,Maryview,Mozambique
932,356,2026-02-05,189.76,Completed,Bank Transfer,Port Vernonmouth,British Indian Ocean Territory (Chagos Archipelago)
933,7,2025-11-17,52.35,Shipped,PayPal,Richardland,Croatia
934,435,2025-10-20,83.37,Processing,PayPal,Nelsonmouth,Slovakia (Slovak Republic)
935,14,2025-11-07,130.97,Completed,PayPal,East Donna,Yemen
936,105,2025-06-07,103.77,Completed,PayPal,South Shanestad,Malaysia
937,481,2026-03-21,71.4,Cancelled,PayPal,Michelletown,French Guiana
938,196,2024-10-31,320.34,Completed,Credit Card,Bennettside,Burkina Faso
939,288,2024-04-18,233.24,Completed,Credit Card,North Jamesmouth,Sudan
940,465,2025-12-01,288.08,Processing,Debit Card,Charleneshire,Mayotte
941,201,2024-11-30,111.95,Completed,Credit Card,Turnerton,Moldova
942,277,2024-11-16,41.78,Completed,Credit Card,South Caseymouth,Tonga
943,147,2026-01-10,94.47,Completed,Debit Card,Lauriechester,Belgium
944,208,2025-01-06,108.22,Shipped,PayPal,Garciafort,Senegal
945,245,2025-12-11,77.94,Completed,Credit Card,West Megan,Niger
946,53,2025-02-19,95.66,Shipped,Bank Transfer,South Elizabeth,Mongolia
947,282,2025-02-21,141.27,Completed,Credit Card,New Dennisfurt,Belarus
948,80,2026-01-10,91.33,Shipped,PayPal,South James,Netherlands Antilles
949,248,2025-07-06,19.92,Cancelled,Bank Transfer,West Kimberlystad,Mauritius
950,218,2025-11-21,316.31,Processing,PayPal,East Sarahmouth,Andorra
951,82,2025-09-02,54.81,Shipped,Debit Card,Reedside,Serbia
952,443,2024-04-21,59.45,Completed,PayPal,East Jennifer,Oman
953,131,2025-04-13,96.88,Completed,PayPal,West Kyleborough,Guam
954,280,2025-09-02,34.74,Completed,PayPal,Sweeneyport,Bosnia and Herzegovina
955,297,2025-05-15,57.83,Cancelled,Bank Transfer,New Timothymouth,United States Virgin Islands
956,338,2025-11-24,58.76,Completed,Bank Transfer,East Heather,Guatemala
957,172,2024-08-05,30.89,Processing,Debit Card,Williamhaven,Martinique
958,476,2026-02-13,90.18,Shipped,PayPal,Jamesstad,Nepal
959,4,2025-02-14,220.5,Completed,Bank Transfer,New Kellystad,Morocco
960,221,2024-10-05,41.75,Processing,Debit Card,Kristenmouth,Liechtenstein
961,416,2024-10-05,97.16,Cancelled,Credit Card,West Kimberlystad,Paraguay
962,496,2025-10-25,15.79,Completed,PayPal,Davismouth,Puerto Rico
963,482,2025-11-14,66.27,Completed,Credit Card,East Jamesmouth,Monaco
964,328,2024-09-22,158.51,Shipped,Bank Transfer,Vanessamouth,Tokelau
965,241,2025-04-15,194.79,Shipped,Bank Transfer,West Mark,Kuwait
966,335,2024-10-10,176.13,Processing,PayPal,South Marvinburgh,Germany
967,367,2025-05-17,10.23,Completed,Bank Transfer,Craigside,France
968,111,2025-07-11,365.9,Cancelled,Bank Transfer,Parrishton,France
969,479,2025-12-13,92.66,Completed,Debit Card,East Amy,Sao Tome and Principe
970,396,2025-06-15,73.29,Shipped,Bank Transfer,New Rebecca,Guyana
971,269,2025-11-21,31.45,Completed,Credit Card,Hendersonfurt,Belize
972,315,2025-04-11,140.97,Cancelled,PayPal,Luisland,Benin
973,346,2025-10-25,78.86,Shipped,PayPal,Hernandezland,Slovakia (Slovak Republic)
974,429,2026-01-04,69.46,Completed,Credit Card,Lindaside,Jersey
975,235,2025-04-05,60.11,Completed,Credit Card,West Jeffreyhaven,Moldova
976,172,2025-01-01,173.28,Shipped,Credit Card,Williamhaven,Martinique
977,23,2025-12-18,34.9,Completed,Credit Card,Brianshire,Lesotho
978,69,2024-06-17,29.28,Shipped,Debit Card,New Charles,Afghanistan
979,433,2024-12-11,231.14,Shipped,PayPal,Hamptonmouth,Tuvalu
980,184,2026-01-28,111.01,Shipped,PayPal,North Kennethville,Vanuatu
981,497,2024-09-04,71.81,Cancelled,PayPal,Christopherfurt,Saint Lucia
982,416,2025-03-11,36.58,Completed,Bank Transfer,West Kimberlystad,Paraguay
983,355,2025-12-01,100.36,Completed,Debit Card,Brentbury,Mexico
984,136,2025-10-06,158.41,Processing,PayPal,Whiteheadberg,Switzerland
985,11,2025-03-02,53.66,Processing,Credit Card,Kaylamouth,Bouvet Island (Bouvetoya)
986,164,2024-09-21,78.16,Completed,PayPal,Zacharyville,Ghana
987,254,2025-03-18,113.88,Completed,PayPal,Courtneyfurt,Korea
988,121,2025-03-27,165.34,Completed,Credit Card,South Monicamouth,Cyprus
989,46,2026-02-03,52.22,Completed,PayPal,Lake Justinview,Grenada
990,34,2025-06-19,186.34,Processing,Credit Card,North Donna,Iran
991,89,2024-05-05,197.05,Processing,Credit Card,Littlemouth,Equatorial Guinea
992,172,2025-01-28,261.5,Processing,PayPal,Williamhaven,Martinique
993,325,2024-07-28,119.0,Shipped,Credit Card,Lake Jeffrey,Costa Rica
994,263,2025-07-04,33.14,Completed,Bank Transfer,New Debramouth,Guernsey
995,267,2026-02-19,108.58,Completed,Debit Card,Valenciashire,Italy
996,400,2024-07-20,145.55,Shipped,Credit Card,South Lisa,Saint Helena
997,19,2024-12-05,147.98,Completed,Bank Transfer,South Jessicaville,Egypt
998,255,2025-11-06,72.55,Completed,Credit Card,Shawnfort,Greece
999,383,2024-04-19,54.81,Completed,Bank Transfer,Shorttown,Lebanon
1000,209,2025-05-05,198.03,Cancelled,Credit Card,North Jose,Vietnam
1001,261,2026-01-01,84.26,Shipped,PayPal,North Heatherville,Tokelau
1002,210,2025-09-05,81.98,Completed,Credit Card,South Andrea,Western Sahara
1003,374,2026-01-20,52.64,Cancelled,Bank Transfer,Port Sarahport,Liechtenstein
1004,89,2025-01-12,47.44,Processing,Bank Transfer,Littlemouth,Equatorial Guinea
1005,264,2024-12-31,51.75,Cancelled,Bank Transfer,North Donaldville,Namibia
1006,44,2024-10-04,180.12,Shipped,Debit Card,Stephaniemouth,New Zealand
1007,298,2025-03-03,47.27,Processing,Credit Card,North Dylanberg,Singapore
1008,70,2025-03-08,55.06,Completed,PayPal,Jonesbury,Uzbekistan
1009,223,2025-09-26,224.02,Completed,Debit Card,Stewartville,Bermuda
1010,16,2025-11-17,209.89,Completed,Bank Transfer,Andrewside,Denmark
1011,283,2025-02-19,59.19,Processing,PayPal,Haynesmouth,Ghana
1012,303,2025-11-25,276.24,Completed,Bank Transfer,Seanview,Cote d'Ivoire
1013,21,2025-12-07,239.5,Completed,PayPal,South Todd,Croatia
1014,268,2025-09-30,106.85,Shipped,Credit Card,New Carlosview,Cuba
1015,321,2025-06-03,54.2,Completed,Credit Card,Malonestad,Swaziland
1016,375,2024-11-30,52.29,Completed,Bank Transfer,South Amy,Iraq
1017,428,2024-12-21,24.48,Cancelled,Credit Card,Haynesstad,Haiti
1018,206,2025-07-11,127.16,Cancelled,PayPal,Susantown,Croatia
1019,209,2024-04-30,42.95,Processing,Credit Card,North Jose,Vietnam
1020,197,2025-06-26,138.58,Completed,PayPal,Port Andrewport,Kyrgyz Republic
1021,464,2025-12-13,154.31,Shipped,Bank Transfer,Dianeside,Netherlands Antilles
1022,484,2024-05-07,155.03,Cancelled,Credit Card,Jeremiahmouth,Ukraine
1023,414,2026-03-29,152.43,Cancelled,Bank Transfer,Jenniferton,Yemen
1024,131,2024-07-29,111.48,Completed,Debit Card,West Kyleborough,Guam
1025,113,2024-08-09,56.06,Completed,Bank Transfer,Anthonyview,Reunion
1026,459,2024-12-24,297.45,Processing,Debit Card,Leeton,Montserrat
1027,288,2025-06-27,234.39,Cancelled,Bank Transfer,North Jamesmouth,Sudan
1028,111,2025-08-14,217.82,Shipped,Credit Card,Parrishton,France
1029,474,2025-12-23,135.72,Processing,Debit Card,Port Dennis,Monaco
1030,154,2025-07-24,150.6,Completed,Debit Card,Elizabethland,Mexico
1031,164,2026-03-22,81.91,Completed,Bank Transfer,Zacharyville,Ghana
1032,238,2025-07-28,128.9,Completed,PayPal,North Melindaville,Philippines
1033,291,2025-07-01,184.31,Completed,Debit Card,North Joshuaberg,Italy
1034,139,2026-02-14,179.73,Cancelled,Credit Card,West Jasonberg,Mexico
1035,33,2025-02-09,169.77,Shipped,Credit Card,Port Jacqueline,Hong Kong
1036,182,2025-02-02,103.08,Completed,PayPal,Santosport,Gibraltar
1037,492,2024-09-17,12.51,Processing,Credit Card,New Jillfurt,Saint Helena
1038,72,2025-02-09,60.9,Shipped,PayPal,Benderhaven,Mauritius
1039,385,2024-05-31,64.24,Shipped,Credit Card,Medinaland,Gambia
1040,58,2025-06-01,33.26,Completed,Debit Card,Petersenshire,Ethiopia
1041,445,2025-02-06,88.94,Completed,Bank Transfer,Nelsonfort,Comoros
1042,431,2024-09-05,71.83,Cancelled,Credit Card,Port Jonathan,Taiwan
1043,269,2025-04-15,67.65,Completed,Debit Card,Hendersonfurt,Belize
1044,150,2024-07-05,317.88,Completed,Credit Card,East Carlosstad,Guyana
1045,245,2024-12-23,169.12,Cancelled,Bank Transfer,West Megan,Niger
1046,70,2025-06-28,51.32,Shipped,Bank Transfer,Jonesbury,Uzbekistan
1047,103,2025-03-28,116.9,Completed,Credit Card,Kimtown,Falkland Islands (Malvinas)
1048,342,2025-08-21,220.72,Completed,Bank Transfer,Lake Darrellmouth,Hong Kong
1049,132,2026-03-07,10.41,Completed,Debit Card,Lake Matthewberg,Nepal
1050,270,2024-12-04,63.96,Completed,Credit Card,New Mark,Namibia
1051,218,2024-06-23,119.96,Processing,PayPal,East Sarahmouth,Andorra
1052,11,2024-08-23,144.81,Completed,Debit Card,Kaylamouth,Bouvet Island (Bouvetoya)
1053,370,2024-07-02,218.83,Processing,Bank Transfer,Heatherton,Vanuatu
1054,226,2025-09-18,265.34,Completed,Credit Card,Josephberg,Bahrain
1055,158,2025-06-15,28.99,Processing,Debit Card,Port Kimberly,Northern Mariana Islands
1056,333,2024-08-27,20.55,Completed,PayPal,South Brianshire,Mozambique
1057,206,2024-05-06,102.6,Completed,PayPal,Susantown,Croatia
1058,55,2026-01-13,43.64,Completed,Debit Card,New Hannahbury,Bosnia and Herzegovina
1059,227,2025-09-29,80.79,Shipped,Debit Card,Lake Colleen,Nepal
